url,owner,repo,full_name,owner_type,is_organization,owner_name
https://github.com/earthians/marley,earthians,marley,earthians/marley,Organization,True,earthians
https://github.com/bluehalo/node-fhir-server-core,bluehalo,node-fhir-server-core,bluehalo/node-fhir-server-core,Organization,True,BlueHalo
https://github.com/CogStack/OpenGPT,CogStack,OpenGPT,CogStack/OpenGPT,Organization,True,CogStack
https://github.com/MIT-LCP/eicu-code,MIT-LCP,eicu-code,MIT-LCP/eicu-code,Organization,True,MIT Laboratory for Computational Physiology
https://github.com/LinuxForHealth/FHIR,LinuxForHealth,FHIR,LinuxForHealth/FHIR,Organization,True,Linux For Health
https://github.com/fhirbase/fhirbase,fhirbase,fhirbase,fhirbase/fhirbase,Organization,True,Fhirbase
https://github.com/ehrbase/ehrbase,ehrbase,ehrbase,ehrbase/ehrbase,Organization,True,ehrbase
https://github.com/theislab/ehrapy,theislab,ehrapy,theislab/ehrapy,Organization,True,Theis Lab
https://github.com/hapifhir/hapi-hl7v2,hapifhir,hapi-hl7v2,hapifhir/hapi-hl7v2,Organization,True,HAPI FHIR
https://github.com/awslabs/fhir-works-on-aws-deployment,awslabs,fhir-works-on-aws-deploymen,awslabs/fhir-works-on-aws-deploymen,Organization,True,Amazon Web Services - Labs
https://github.com/nHapiNET/nHapi,nHapiNET,nHap,nHapiNET/nHap,Organization,True,
https://github.com/microsoft/hi-ml,microsoft,hi-ml,microsoft/hi-ml,Organization,True,Microsoft
https://github.com/cqframework/clinical_quality_language,cqframework,clinical_quality_language,cqframework/clinical_quality_language,Organization,True,Clinical Quality Framework
https://github.com/remotebiosensing/rppg,remotebiosensing,rpp,remotebiosensing/rpp,Organization,True,Remote BIOSENSING
https://github.com/medtorch/awesome-healthcare-ai,medtorch,awesome-healthcare-a,medtorch/awesome-healthcare-a,Organization,True,medtorch
https://github.com/microsoft/Tools-for-Health-Data-Anonymization,microsoft,Tools-for-Health-Data-Anonymization,microsoft/Tools-for-Health-Data-Anonymization,Organization,True,Microsoft
https://github.com/b2ihealthcare/snow-owl,b2ihealthcare,snow-owl,b2ihealthcare/snow-owl,Organization,True,"B2i Healthcare, an IQVIA business"
https://github.com/LibreHealthIO/lh-ehr,LibreHealthIO,lh-ehr,LibreHealthIO/lh-ehr,Organization,True,LibreHealth
https://github.com/FirelyTeam/spark,FirelyTeam,spark,FirelyTeam/spark,Organization,True,Firely
https://github.com/NYUMedML/DeepEHR,NYUMedML,DeepEHR,NYUMedML/DeepEHR,Organization,True,"Machine Learning and AI for Medicine at NYU Langone, RazavianLab Research Group"
https://github.com/NYUMedML/GNN_for_EHR,NYUMedML,GNN_for_EHR,NYUMedML/GNN_for_EHR,Organization,True,"Machine Learning and AI for Medicine at NYU Langone, RazavianLab Research Group"
https://github.com/BiomedSciAI/histocartography,BiomedSciAI,histocartography,BiomedSciAI/histocartography,Organization,True,
https://github.com/crs4/hl7apy,crs4,hl7apy,crs4/hl7apy,Organization,True,CRS4
https://github.com/healthylaife/MIMIC-IV-Data-Pipeline,healthylaife,MIMIC-IV-Data-Pipeline,healthylaife/MIMIC-IV-Data-Pipeline,Organization,True,healthy lAife
https://github.com/analysiscenter/cardio,analysiscenter,cardio,analysiscenter/cardio,Organization,True,Data Analysis Center
https://github.com/epic-open-source/seismometer,epic-open-source,seismometer,epic-open-source/seismometer,Organization,True,Epic Open Source
https://github.com/masslight/ottehr,masslight,ottehr,masslight/ottehr,Organization,True,MassLight
https://github.com/GoogleCloudPlatform/healthcare-data-harmonization,GoogleCloudPlatform,healthcare-data-harmonization,GoogleCloudPlatform/healthcare-data-harmonization,Organization,True,Google Cloud Platform
https://github.com/microsoft/fhir-server-samples,microsoft,fhir-server-samples,microsoft/fhir-server-samples,Organization,True,Microsoft
https://github.com/owkin/FLamby,owkin,FLamby,owkin/FLamby,Organization,True,Owkin
https://github.com/StanfordSpezi/Spezi,StanfordSpezi,Spez,StanfordSpezi/Spez,Organization,True,Stanford Spezi
https://github.com/FirelyTeam/fhirstarters,FirelyTeam,fhirstarters,FirelyTeam/fhirstarters,Organization,True,Firely
https://github.com/beda-software/fhir-py,beda-software,fhir-py,beda-software/fhir-py,Organization,True,beda.software
https://github.com/HealthIntersections/fhirserver,HealthIntersections,fhirserver,HealthIntersections/fhirserver,Organization,True,Health Intersections Pty Ltd
https://github.com/google/fhir-data-pipes,google,fhir-data-pipes,google/fhir-data-pipes,Organization,True,Google
https://github.com/apple/FHIRModels,apple,FHIRModels,apple/FHIRModels,Organization,True,Apple
https://github.com/som-shahlab/ehrshot-benchmark,som-shahlab,ehrshot-benchmark,som-shahlab/ehrshot-benchmark,Organization,True,Dr. Nigam Shah's research group at Stanford Medicine
https://github.com/samply/blaze,samply,blaze,samply/blaze,Organization,True,Samply
https://github.com/bowang-lab/ecg-fm,bowang-lab,ecg-fm,bowang-lab/ecg-fm,Organization,True,WangLab @ U of T
https://github.com/cerner/smart-on-fhir-tutorial,cerner,smart-on-fhir-tutorial,cerner/smart-on-fhir-tutorial,Organization,True,Oracle Cerner
https://github.com/oehf/ipf,oehf,ipf,oehf/ipf,Organization,True,Open eHealth Foundation
https://github.com/smart-on-fhir/fhir-parser,smart-on-fhir,fhir-parser,smart-on-fhir/fhir-parser,Organization,True,SMART on FHIR
https://github.com/Vermonster/fhir-kit-client,Vermonster,fhir-kit-clien,Vermonster/fhir-kit-clien,Organization,True,Vermonster LLC
https://github.com/cds-hooks/docs,cds-hooks,docs,cds-hooks/docs,Organization,True,CDS Hooks
https://github.com/inferno-framework/fhir_client,inferno-framework,fhir_clien,inferno-framework/fhir_clien,Organization,True,Inferno Health API Testing Framework
https://github.com/hapifhir/org.hl7.fhir.core,hapifhir,org.hl7.fhir.core,hapifhir/org.hl7.fhir.core,Organization,True,HAPI FHIR
https://github.com/inferno-framework/fhir_client,inferno-framework,fhir_clien,inferno-framework/fhir_clien,Organization,True,Inferno Health API Testing Framework
https://github.com/HL7/fhirpath.js,HL7,fhirpath.js,HL7/fhirpath.js,Organization,True,Health Level Seven International
https://github.com/smart-on-fhir/Swift-FHIR,smart-on-fhir,Swift-FHIR,smart-on-fhir/Swift-FHIR,Organization,True,SMART on FHIR
https://github.com/FHIR/sushi,FHIR,sush,FHIR/sush,Organization,True,FHIR
https://github.com/mne-tools/mne-cpp,mne-tools,mne-cpp,mne-tools/mne-cpp,Organization,True,MNE tools for MEG and EEG data analysis
https://github.com/bluehalo/graphql-fhir,bluehalo,graphql-fhir,bluehalo/graphql-fhir,Organization,True,BlueHalo
https://github.com/bluehalo/node-fhir-server-mongo,bluehalo,node-fhir-server-mongo,bluehalo/node-fhir-server-mongo,Organization,True,BlueHalo
https://github.com/microsoft/iomt-fhir,microsoft,iomt-fhir,microsoft/iomt-fhir,Organization,True,Microsoft
https://github.com/dotimplement/HealthChain,dotimplement,HealthChain,dotimplement/HealthChain,Organization,True,.implement
https://github.com/RasaHQ/medicare_locator,RasaHQ,medicare_locator,RasaHQ/medicare_locator,Organization,True,Rasa
https://github.com/BiomedSciAI/fuse-med-ml,BiomedSciAI,fuse-med-ml,BiomedSciAI/fuse-med-ml,Organization,True,
https://github.com/cerner/fhir.cerner.com,cerner,fhir.cerner.com,cerner/fhir.cerner.com,Organization,True,Oracle Cerner
https://github.com/microsoft/fhir-codegen,microsoft,fhir-codegen,microsoft/fhir-codegen,Organization,True,Microsoft
https://github.com/stanfordmlgroup/MedAgentBench,stanfordmlgroup,MedAgentBench,stanfordmlgroup/MedAgentBench,Organization,True,Stanford Machine Learning Group
https://github.com/MIT-LCP/mimic-omop,MIT-LCP,mimic-omop,MIT-LCP/mimic-omop,Organization,True,MIT Laboratory for Computational Physiology
https://github.com/OHDSI/Achilles,OHDSI,Achilles,OHDSI/Achilles,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/StanfordMIMI/Merlin,StanfordMIMI,Merlin,StanfordMIMI/Merlin,Organization,True,Stanford MIMI Lab
https://github.com/smart-on-fhir/Swift-SMART,smart-on-fhir,Swift-SMART,smart-on-fhir/Swift-SMART,Organization,True,SMART on FHIR
https://github.com/StanfordBDHG/LLMonFHIR,StanfordBDHG,LLMonFHIR,StanfordBDHG/LLMonFHIR,Organization,True,Stanford Biodesign Digital Health
https://github.com/fhir-fuel/awesome-FHIR,fhir-fuel,awesome-FHIR,fhir-fuel/awesome-FHIR,Organization,True,
https://github.com/goinvo/EHR,goinvo,EHR,goinvo/EHR,Organization,True,GoInvo
https://github.com/ruby-hl7/ruby-hl7,ruby-hl7,ruby-hl7,ruby-hl7/ruby-hl7,Organization,True,Ruby HL7 Library
https://github.com/StanfordSpezi/SpeziTemplateApplication,StanfordSpezi,SpeziTemplateApplication,StanfordSpezi/SpeziTemplateApplication,Organization,True,Stanford Spezi
https://github.com/uf-hobi-informatics-lab/GatorTron,uf-hobi-informatics-lab,GatorTron,uf-hobi-informatics-lab/GatorTron,Organization,True,uf-hobi-informatics-lab
https://github.com/MIT-LCP/mimic-website,MIT-LCP,mimic-website,MIT-LCP/mimic-website,Organization,True,MIT Laboratory for Computational Physiology
https://github.com/FHIR/sql-on-fhir-v2,FHIR,sql-on-fhir-v2,FHIR/sql-on-fhir-v2,Organization,True,FHIR
https://github.com/OpenIntegrationEngine/engine,OpenIntegrationEngine,engine,OpenIntegrationEngine/engine,Organization,True,Open Integration Engine
https://github.com/MLBazaar/Cardea,MLBazaar,Cardea,MLBazaar/Cardea,Organization,True,MLBazaar
https://github.com/HCA-Healthcare/elixir-hl7,HCA-Healthcare,elixir-hl7,HCA-Healthcare/elixir-hl7,Organization,True,HCA Healthcare
https://github.com/LHNCBC/lforms,LHNCBC,lforms,LHNCBC/lforms,Organization,True,Lister Hill National Center for Biomedical Communications
https://github.com/cerner/bunsen,cerner,bunsen,cerner/bunsen,Organization,True,Oracle Cerner
https://github.com/OHDSI/ETL-Synthea,OHDSI,ETL-Synthea,OHDSI/ETL-Synthea,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/microsoft/healthkit-on-fhir,microsoft,healthkit-on-fhir,microsoft/healthkit-on-fhir,Organization,True,Microsoft
https://github.com/intervention-engine/fhir,intervention-engine,fhir,intervention-engine/fhir,Organization,True,
https://github.com/lantanagroup/FHIR.js,lantanagroup,FHIR.js,lantanagroup/FHIR.js,Organization,True,Lantana Consulting Group
https://github.com/google/fhir-examples,google,fhir-examples,google/fhir-examples,Organization,True,Google
https://github.com/aehrc/pathling,aehrc,pathlin,aehrc/pathlin,Organization,True,The Australian e-Health Research Centre
https://github.com/Project-MONAI/monai-deploy-app-sdk,Project-MONAI,monai-deploy-app-sdk,Project-MONAI/monai-deploy-app-sdk,Organization,True,Project MONAI
https://github.com/smart-on-fhir/api-server,smart-on-fhir,api-server,smart-on-fhir/api-server,Organization,True,SMART on FHIR
https://github.com/ballerina-platform/fhir-tools,ballerina-platform,fhir-tools,ballerina-platform/fhir-tools,Organization,True,
https://github.com/BarnesLab/Patient2Vec,BarnesLab,Patient2Vec,BarnesLab/Patient2Vec,Organization,True,Barnes Research Group
https://github.com/1uphealth/fhir-react,1uphealth,fhir-reac,1uphealth/fhir-reac,Organization,True,1upHealth
https://github.com/google/ehr-predictions,google,ehr-predictions,google/ehr-predictions,Organization,True,Google
https://github.com/Project-MONAI/monai-deploy,Project-MONAI,monai-deploy,Project-MONAI/monai-deploy,Organization,True,Project MONAI
https://github.com/ballerina-platform/module-ballerinax-health.fhir.r4,ballerina-platform,module-ballerinax-health.fhir.r4,ballerina-platform/module-ballerinax-health.fhir.r4,Organization,True,
https://github.com/ballerina-platform/module-ballerinax-health.fhir.templates,ballerina-platform,module-ballerinax-health.fhir.templates,ballerina-platform/module-ballerinax-health.fhir.templates,Organization,True,
https://github.com/apache/ctakes,apache,ctakes,apache/ctakes,Organization,True,The Apache Software Foundation
https://github.com/ballerina-platform/module-ballerinax-health.hl7v2,ballerina-platform,module-ballerinax-health.hl7v2,ballerina-platform/module-ballerinax-health.hl7v2,Organization,True,
https://github.com/ballerina-attic/hl7-tools,ballerina-attic,hl7-tools,ballerina-attic/hl7-tools,Organization,True,
https://github.com/gematik/api-erp,gematik,api-erp,gematik/api-erp,Organization,True,gematik GmbH
https://github.com/LinuxForHealth/hl7v2-fhir-converter,LinuxForHealth,hl7v2-fhir-converter,LinuxForHealth/hl7v2-fhir-converter,Organization,True,Linux For Health
https://github.com/beda-software/fhir-emr,beda-software,fhir-emr,beda-software/fhir-emr,Organization,True,beda.software
https://github.com/samply/golang-fhir-models,samply,golang-fhir-models,samply/golang-fhir-models,Organization,True,Samply
https://github.com/som-shahlab/medalign,som-shahlab,medalign,som-shahlab/medalign,Organization,True,Dr. Nigam Shah's research group at Stanford Medicine
https://github.com/MLD3/FIDDLE,MLD3,FIDDLE,MLD3/FIDDLE,Organization,True,"MLD3: Machine Learning for Data-Driven Decisions, University of Michigan"
https://github.com/microsoft/OpenHack-FHIR,microsoft,OpenHack-FHIR,microsoft/OpenHack-FHIR,Organization,True,Microsoft
https://github.com/Doctor-One/doctor-dok,Doctor-One,doctor-dok,Doctor-One/doctor-dok,Organization,True,Doctor.One
https://github.com/onc-healthit/inferno-community,onc-healthit,inferno-community,onc-healthit/inferno-community,Organization,True,Office of the National Coordinator for Health IT
https://github.com/HL7/fhir-ig-publisher,HL7,fhir-ig-publisher,HL7/fhir-ig-publisher,Organization,True,Health Level Seven International
https://github.com/google/cql,google,cql,google/cql,Organization,True,Google
https://github.com/google/fhir-py,google,fhir-py,google/fhir-py,Organization,True,Google
https://github.com/helsenorge/structor-archived,helsenorge,structor-archived,helsenorge/structor-archived,Organization,True,Helsenorge
https://github.com/helsenorge/structor-archived,helsenorge,structor-archived,helsenorge/structor-archived,Organization,True,Helsenorge
https://github.com/CogStack/CogStack-SemEHR,CogStack,CogStack-SemEHR,CogStack/CogStack-SemEHR,Organization,True,CogStack
https://github.com/smart-on-fhir/smart-on-fhir.github.io,smart-on-fhir,smart-on-fhir.github.io,smart-on-fhir/smart-on-fhir.github.io,Organization,True,SMART on FHIR
https://github.com/google/fhir-gateway,google,fhir-gateway,google/fhir-gateway,Organization,True,Google
https://github.com/node-on-fhir/node-on-fhir-v2,node-on-fhir,node-on-fhir-v2,node-on-fhir/node-on-fhir-v2,Organization,True,Node on FHIR
https://github.com/inferno-framework/fhir_models,inferno-framework,fhir_models,inferno-framework/fhir_models,Organization,True,Inferno Health API Testing Framework
https://github.com/inferno-framework/fhir_models,inferno-framework,fhir_models,inferno-framework/fhir_models,Organization,True,Inferno Health API Testing Framework
https://github.com/VectorInstitute/cyclops,VectorInstitute,cyclops,VectorInstitute/cyclops,Organization,True,Vector Institute
https://github.com/microsoft/FHIR-Analytics-Pipelines,microsoft,FHIR-Analytics-Pipelines,microsoft/FHIR-Analytics-Pipelines,Organization,True,Microsoft
https://github.com/OHDSI/MIMIC,OHDSI,MIMIC,OHDSI/MIMIC,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/Efferent-Health/HL7-V2,Efferent-Health,HL7-V2,Efferent-Health/HL7-V2,Organization,True,"Efferent, Inc."
https://github.com/Kartha-AI/agentcare-mcp,Kartha-AI,agentcare-mcp,Kartha-AI/agentcare-mcp,Organization,True,Kartha
https://github.com/CDCgov/prime-reportstream,CDCgov,prime-reportstream,CDCgov/prime-reportstream,Organization,True,Centers for Disease Control and Prevention
https://github.com/FHIR/sql-on-fhir,FHIR,sql-on-fhir,FHIR/sql-on-fhir,Organization,True,FHIR
https://github.com/Medical-Event-Data-Standard/meds,Medical-Event-Data-Standard,meds,Medical-Event-Data-Standard/meds,Organization,True,Medical Event Data Standard
https://github.com/fhir-crucible/crucible,fhir-crucible,crucible,fhir-crucible/crucible,Organization,True,
https://github.com/smart-on-fhir/fhir-bulk-data-docs,smart-on-fhir,fhir-bulk-data-docs,smart-on-fhir/fhir-bulk-data-docs,Organization,True,SMART on FHIR
https://github.com/geniusrise/awesome-healthcare-datasets,geniusrise,awesome-healthcare-datasets,geniusrise/awesome-healthcare-datasets,Organization,True,geniusrise
https://github.com/openmrs/openmrs-module-fhir2,openmrs,openmrs-module-fhir2,openmrs/openmrs-module-fhir2,Organization,True,OpenMRS
https://github.com/microsoft/FhirBlaze,microsoft,FhirBlaze,microsoft/FhirBlaze,Organization,True,Microsoft
https://github.com/cqframework/cql-execution,cqframework,cql-execution,cqframework/cql-execution,Organization,True,Clinical Quality Framework
https://github.com/HL7/v2-to-fhir,HL7,v2-to-fhir,HL7/v2-to-fhir,Organization,True,Health Level Seven International
https://github.com/microsoft/fhir-proxy,microsoft,fhir-proxy,microsoft/fhir-proxy,Organization,True,Microsoft
https://github.com/UMEssen/FHIR-PYrate,UMEssen,FHIR-PYrate,UMEssen/FHIR-PYrate,Organization,True,University Medicine Essen
https://github.com/OHDSI/Athena,OHDSI,Athena,OHDSI/Athena,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/microsoft/azure-health-data-services-toolkit,microsoft,azure-health-data-services-toolk,microsoft/azure-health-data-services-toolk,Organization,True,Microsoft
https://github.com/OHDSI/Criteria2Query,OHDSI,Criteria2Query,OHDSI/Criteria2Query,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/instamed/healthcare-payments-blockchain,instamed,healthcare-payments-blockchain,instamed/healthcare-payments-blockchain,Organization,True,InstaMed
https://github.com/beda-software/fhirpath-py,beda-software,fhirpath-py,beda-software/fhirpath-py,Organization,True,beda.software
https://github.com/CMSgov/beneficiary-fhir-data,CMSgov,beneficiary-fhir-data,CMSgov/beneficiary-fhir-data,Organization,True,Centers for Medicare & Medicaid Services
https://github.com/cqframework/CQL-Formatting-and-Usage-Wiki,cqframework,CQL-Formatting-and-Usage-Wik,cqframework/CQL-Formatting-and-Usage-Wik,Organization,True,Clinical Quality Framework
https://github.com/databricks-industry-solutions/smolder,databricks-industry-solutions,smolder,databricks-industry-solutions/smolder,Organization,True,Databricks Industry Solutions
https://github.com/cqframework/cqf-ruler,cqframework,cqf-ruler,cqframework/cqf-ruler,Organization,True,Clinical Quality Framework
https://github.com/microsoft/clinical-self-verification,microsoft,clinical-self-verification,microsoft/clinical-self-verification,Organization,True,Microsoft
https://github.com/microsoft/ResponsibleAIAccelerator,microsoft,ResponsibleAIAccelerator,microsoft/ResponsibleAIAccelerator,Organization,True,Microsoft
https://github.com/FHIR/documents,FHIR,documents,FHIR/documents,Organization,True,FHIR
https://github.com/Optum/CyFHIR,Optum,CyFHIR,Optum/CyFHIR,Organization,True,Optum
https://github.com/rOpenHealth/rEHR,rOpenHealth,rEHR,rOpenHealth/rEHR,Organization,True,rOpenHealth
https://github.com/CogStack/Foresight,CogStack,Foresigh,CogStack/Foresigh,Organization,True,CogStack
https://github.com/google/bulk_fhir_tools,google,bulk_fhir_tools,google/bulk_fhir_tools,Organization,True,Google
https://github.com/opensrp/fhircore,opensrp,fhircore,opensrp/fhircore,Organization,True,OpenSRP
https://github.com/Outburn-IL/fume-community,Outburn-IL,fume-community,Outburn-IL/fume-community,Organization,True,Outburn
https://github.com/cerner/ascvd-risk-calculator,cerner,ascvd-risk-calculator,cerner/ascvd-risk-calculator,Organization,True,Oracle Cerner
https://github.com/microsoft/Graphir,microsoft,Graphir,microsoft/Graphir,Organization,True,Microsoft
https://github.com/BD2KOnFHIR/NLP2FHIR,BD2KOnFHIR,NLP2FHIR,BD2KOnFHIR/NLP2FHIR,Organization,True,
https://github.com/ehrbase/openEHR_SDK,ehrbase,openEHR_SDK,ehrbase/openEHR_SDK,Organization,True,ehrbase
https://github.com/fedbiomed/fedbiomed,fedbiomed,fedbiomed,fedbiomed/fedbiomed,Organization,True,Fed-BioMed
https://github.com/Kailona/ehr,Kailona,ehr,Kailona/ehr,Organization,True,Kailona
https://github.com/openmrs/openmrs-esm-patient-chart,openmrs,openmrs-esm-patient-char,openmrs/openmrs-esm-patient-char,Organization,True,OpenMRS
https://github.com/srdc/cda2fhir,srdc,cda2fhir,srdc/cda2fhir,Organization,True,SRDC Software Research & Development and Consultancy Corp.
https://github.com/bonfhir/bonfhir,bonfhir,bonfhir,bonfhir/bonfhir,Organization,True,Bonfhir
https://github.com/ropensci-archive/cleanEHR,ropensci-archive,cleanEHR,ropensci-archive/cleanEHR,Organization,True,rOpenSci Archive
https://github.com/edenlabllc/rmk,edenlabllc,rmk,edenlabllc/rmk,Organization,True,Edenlab
https://github.com/the-momentum/healthstack,the-momentum,healthstack,the-momentum/healthstack,Organization,True,Momentum
https://github.com/clinical-meteor/meteor-on-fhir,clinical-meteor,meteor-on-fhir,clinical-meteor/meteor-on-fhir,Organization,True,clinical-meteor (deprecated)
https://github.com/Alvearie/keycloak-extensions-for-fhir,Alvearie,keycloak-extensions-for-fhir,Alvearie/keycloak-extensions-for-fhir,Organization,True,Alvearie
https://github.com/google/fhir-app-examples,google,fhir-app-examples,google/fhir-app-examples,Organization,True,Google
https://github.com/google/fhir-dbt-analytics,google,fhir-dbt-analytics,google/fhir-dbt-analytics,Organization,True,Google
https://github.com/flexpa/mcp-fhir,flexpa,mcp-fhir,flexpa/mcp-fhir,Organization,True,Flexpa
https://github.com/arkhn-oss/pyrog,arkhn-oss,pyro,arkhn-oss/pyro,Organization,True,Arkhn OSS
https://github.com/aws-samples/amazon-comprehend-medical-fhir-integration,aws-samples,amazon-comprehend-medical-fhir-integration,aws-samples/amazon-comprehend-medical-fhir-integration,Organization,True,AWS Samples
https://github.com/Vermonster/fhir-kit-create-react,Vermonster,fhir-kit-create-reac,Vermonster/fhir-kit-create-reac,Organization,True,Vermonster LLC
https://github.com/obi-ml-public/ehr_deidentification,obi-ml-public,ehr_deidentification,obi-ml-public/ehr_deidentification,Organization,True,One Brave Idea
https://github.com/FirelyTeam/RonFHIR,FirelyTeam,RonFHIR,FirelyTeam/RonFHIR,Organization,True,Firely
https://github.com/medkey-org/medkey,medkey-org,medkey,medkey-org/medkey,Organization,True,Medkey Solutions
https://github.com/smilecdr/FHIR.ts,smilecdr,FHIR.ts,smilecdr/FHIR.ts,Organization,True,Smile Digital Health
https://github.com/uaanchorage/GSoC,uaanchorage,GSoC,uaanchorage/GSoC,Organization,True,University of Alaska Anchorage
https://github.com/OHDSI/ETL-CDMBuilder,OHDSI,ETL-CDMBuilder,OHDSI/ETL-CDMBuilder,Organization,True,Observational Health Data Sciences and Informatics
https://github.com/nextgenhealthcare/fhir-example-channels,nextgenhealthcare,fhir-example-channels,nextgenhealthcare/fhir-example-channels,Organization,True,NextGen Healthcare
https://github.com/smart-on-fhir/fred,smart-on-fhir,fred,smart-on-fhir/fred,Organization,True,SMART on FHIR
https://github.com/aphp/Cohort360-FrontEnd,aphp,Cohort360-FrontEnd,aphp/Cohort360-FrontEnd,Organization,True,Greater Paris University Hospitals (AP-HP)
https://github.com/hapifhir/fhir-tutorial,hapifhir,fhir-tutorial,hapifhir/fhir-tutorial,Organization,True,HAPI FHIR
https://github.com/LHNCBC/lforms-fhir-app,LHNCBC,lforms-fhir-app,LHNCBC/lforms-fhir-app,Organization,True,Lister Hill National Center for Biomedical Communications
https://github.com/google/kotlin-fhir,google,kotlin-fhir,google/kotlin-fhir,Organization,True,Google
https://github.com/wso2/fhir-mcp-server,wso2,fhir-mcp-server,wso2/fhir-mcp-server,Organization,True,WSO2
https://github.com/smart-on-fhir/hapi,smart-on-fhir,hap,smart-on-fhir/hap,Organization,True,SMART on FHIR
https://github.com/amida-tech/hl7,amida-tech,hl7,amida-tech/hl7,Organization,True,Amida Technology Solutions
